review,sentiment
the best part of the app is the overview of all accounts that you can access by swiping right before logging in unfortunately you cant just click ontouch the account you want to access from the overview you have to log in and land on a much too complicated landing page where all accounts look alike identified only by personal or business my name which is the same on every accounts you have to click amp open each business account individually to see which one it is amp then identify them only by their last  digits i have many accounts so its ridiculous amp very difficult to find the account im looking for i actually have to go to my wallet to look up the last  digits of certain accounts or log out of the app amp take a screenshot of the overview it should not be this hard just make the landing page inside the app the same as the overview amp let us click on our accounts from there problem solved,1
i was going to give this app a  star rating  it would have been  stars except that it takes many steps to pay your credit card while it takes only two steps on bank of america or capitol   not only do i have to enter my password it will not allow touch id but after i choose the date amount and account i must agree to the payment on three different screens  now since i pay my credit card multiple times a month this gets really tedious  but now let me tell you why i knocked two stars off the rating  when i said that i would rate the app later it began asking me every other  time i signed in  recently its request that i rate the app has started interfering with my ability to sign in with touch id  so that is why this turned from a  star to a  star review  if you are going to ask me later please ask me every  or  times i sign in rather than obtrusively annoying me every other time i sign in,0
omg loved this app i cant thank chase enough for having such a great bank app is so convenient it saved me so many trips to the bank i am so glad it has the remote deposit features so you dont have to run to the bank every time you need to deposit then the quickpay feature is amazing i pay people i owed money to through quickpay without having to send a check through the snail mail i just quickpay them and they get them in their accounts in minutes chase has the modern technologies of banking and i am grateful for that i gave this app  stars because there is no app quite like this its very user friendly it doesnt stall at all it doesnt have errors because its a bank and chase app has proven that you can pretty much do so many things on this app that helps make your life so much easier,1
id be nice if i could get a mandatory reminder to change my password quarterly and add fingerprint technology i used to really love the chase app over any other because of the real time activity now theyre back to there old stalling techniques where hold a purchase as pending its annoying i still bank with chase primarily because they have been number one for me in fraud prevention despite all that hype about target back a few years ago chase was on it before it long before the story hit the news my card was replaced twice just before the claim date target put out so hands down they can are number one for me they will call you text you email you until they get hold of you if they suspect fraud i only give them a  rating because im in wells territorythe closest chase to me is over  miles away so in house services arent available to me,1
i switched from another bank and ive seen apps from a few different banks this is the best smooth animations and gestures that fit in well with ios  swiping to see my available balance is very convenient check deposits in the same app not separate and a really pleasing ui that blends in well with other good ios apps im very pleased all it needs is touch id support and were goldenupdate check snapshots work great i like this better than the other apps that snap the photo automatically the most negative thing i can think of is how you cant delete messages and how awkwardly the quick balance checking swipe animation works thats all overall a great appupdate  touch id support is sketchy you still get logged out after a while and have to enter your password why even bother with touch id,1
this app is good except for the fact that i cannot use the quick deposit feature in the pictures for the app it shows four tabs one of them being quick deposit when i open up the app on my iphone however there are only three tabs no quick deposit also when i went to the website it told me that quick deposit is only available on versions  and later i looked at my version  thinking i simply had to update the app i went to the app store  current version  thinking maybe there was something wrong i went on to itunes on my computer  current version  i am thoroughly confused and hoping that this problem is resolved quicklyother than this single feature the app is great it is quick and easy to check my balance and it is a very useful app i just wish that the quick deposit would work,1
this app is not good for those with vision issues the poor contrast and inability to adjust makes it very difficult to use  my mother is still not able to use the app  i discovered that i had an updated version when out in public last night and it bothered me how large my balance was written and it is difficult to maintain privacy  i want to adjust the font smaller for myself larger with high contrast for mom  cant do either  i spent half an hour on the phone today with a girl at chase trying to figure out how to see my account activity we finally figured out you have to touch the words available balance  half an hour to have the people that are supposed to be trained in this to help me figure it out  lastly as others have said the push alerts are useless because i have to go looking through every single account to see if there is a new alert  that is crazy stupid  still needs work and please consider making some effort to provide some ada compliant products,0
i have been using the app for at least two years now used to really like it thought that most of the updates were unnecessary i have become kind of dependent on it but now i am locked out until i purchase a new iphone when i try to log in there is now a pop up advising me that i can not log in until i update to the latest version but when i do  the app store advises that i have to have os  to use the latest version of the app and then is gracious enough to offer to allow me to download the latest compatible version which of course i do but unfortunately it is not a recent enough version to allow me log into my account thats right after all that when i try to log in i get the original error message advising me to upgrade so until i break down and buy a newer i phone that can download and run os  i will just have to go back to the old way of banking despite the fact that the software version i have been using for the past two years has worked fine to make a house payment,0
i have been using my chase app since   obviously chase is one of the top banking leaders in america and most reliable  the greeting with the   and  feature is cool but thats just a frill  chase was setting the bar high in  when they introduce the check quick deposit  taking a snapshot of a handwritten check with my phone and have an access to some of the funds immediately is incredible  it wasnt that long ago when i was rushing to get to the bank on payday before they closed  it rarely crashes and it seems that chases it department is routinely doing maintenance on their platform  if you want to use a bank that is forgiving efficient and fair good luck because youre screwedif you want your banks mobile app to work without delays and confusion this one would be the way to go,1
sounds like others have had this same issue but ive had to change my password about  times in the past  months due to the too many login attempts error messageafter just attempting once to login with my correct password along with that issue is the touch id feature that will randomly turn off these time consuming flaws have made this app about useless to me because i dont want to risk not being able to log in so i now just go to the site online another gripe of mine is that you cant send a secure message from your phone hello such a hassle to have to go to a computer or laptop to send a written message the call center is useless they could tell me how to reset my password but im not an idiot i can figure that out with the prompts on my own they cant actually help you fix a real problem and had no idea what i was talking about when i mentioned how the error message keeps happening their app creators really need to fix these problems for the app to be usable,0
this is a solid app for me and far better than the apps offered by citi bank both chase and citi can do the basic functions of looking at your balances making payments and seeing your transaction history the citi app for the ipad has lots of statistics as well a big plus for the app offered by chase is this it offers creative push notificationseven with the chase app not running at all i can receive notifications on each and every purchase i make including a  app purchase from the apple store within seconds of the transaction happening i get notifications when i pump gas eat at a restaurant or shop at a grocery store whether its me or my wife using the card this citi app cant do any of thiswith chase i can set thresholds to notify me when my account balances go over a selectable amount say  or  and i get notified immediately when a payment has been posted to my account or not as happened once  yikesall in all the push notification feature of the chase app has encouraged me to shift my daily credit card use away from citi cards well that and the fact that chases rewards program credits you a whole  value for  points where citi requires you to rack up  points for  value,1
ive been using this app for a couple of years now its always been a reliable app for mobile banking i dont have anything to compare it to but im pretty happy with it at this point i havent noticed any bugs and havent had it crash on me yet i use it for online bill pay mobile check deposits and keeping track of my balance  all of which work flawlessly im thrilled with the addition of touchid to sign in and appreciate the fact that they are integrating new technology as its released the only improvements id like to see are  id like to be able to view pictures of cashed checks like i can on the computer and  id like full functionality for scheduling bill payments basically id like to be able to dump my computer for banking and be able to use the app exclusively theyre not there yet but theyre making strides im hopeful,1
i have been with the same small regional bank since   i recently opened a small personal expense account at chase and the app came with it i love it i can deposit checks without going to the bank i can see at an instant all of my activity my old bank still has antiquated bookavailable on its website best of all i can see what holds are pendinga handy way to avoid overdrafts  i like the touch id feature  it took me a while to realize that if you enter your passcode incorrectly more than once i think it locks your account  no problemi just learned to type slower  the only improvement i would recommend is optimization for the i pad  i keep my i pad in a case and its a little awkward turning it sideways to see the app properly  not a biggieperhaps for the next update,1
i really like having the chase app on my iphone it is so easy to check my balance while out shopping so i dont make any errors i dont have any issues using my thumbprint to open the app periodically i am asked to put in my id and password but since i chose both it is not a big deal to me i like that i can transfer money from my checking account to my savings or vice versa my only complaint is having to use my laptop to cash in points from my aarp visa instead of being able to from my phone since i am using a different device i have to call chase and get a password to complete the transaction however i appreciate the added security so it isnt a huge negative factor in my opinion i have been with chase for many years and even though i get offers to switch banks which will reward me to do so i plan on sticking with chase keep up the great work,1
the only thing you need to make sure you keep track of are any checks you have written that havent cleared or if you have set up any automatic withdrawals you must remember what date they are scheduled to come out the app cant read your mind all debit card transactions and quickpays are instantaneous  no family or close friends should be caught without quickpay my friend was always complaining about having to run to the bank so i taught her how to deposit her check on your app she couldnt believe how easy it was and very grateful only wish the app could find someone to put huge amounts of money into my account so i didnt always need to micromanage my  balance this app is a great tool when you need to know minute to minute how much money you have spent good to pay bills out of too,1
update two i pretty much only use this app to deposit checks it continues to be incredibly frustrating and often requires me to restart the app multiple times before it will finally go through its hard to trust that the deposit has occurred update how is this still an issue it often takes  or more attempts to deposit a check and even then im not convinced its worked depositing checks used to be almost fun with this app but over the last  months or so its become almost unusable i enter the amount take photos of the front and back of the check and then wait with crossed fingers hoping itll go through but  times out of  i get an error that the app cant connect or itll successfully perform the ocr on the account numbers but then report an error that its unable to complete the transaction however if i then navigate to the account screen it shows the check as pending after all but usually we dont get that far please fix this does not inspire confidence overall,0
i love not going to the bank that is what this app does for me once i log in i go through the process of taking the picture of the front and back of the check and deposit it and it is in the account just as fast as going to the bank the other nice feature here is that you can update the account number if needed i have had a few checks when someones signature ran into the account number i always double check this before proceeding and a couple of times did have to correct it i have always had a great experience with this app as well as the website with its very easy online bill pay feature i would definitely have been lured to another bank by some special offer if it werent for the great app and online bill pay features,1
i have accounts at several banks and just recently joined chase both my other banks one is a credit union have good apps the credit union has customer service that is impossible to beat but their online services arent very robust when i joined chase and started using the app i was surprised by how much better the mobile experience could be this app is easy to use dynamic and visually pleasing my only criticism is the alert functionality i would rather receive emails than red number alerts on my phone apps it is a pain to login and address the alert when im also getting an email there is a lot of functionality in the sidebar and the fonts are pretty small i like that the bank is mobile friendly but its a bit excessive i do however like that the app and the desktop views are themed similarly so the full experience is seamless great work,1
its the most stable financialbanking app ive used chase has done a great job of making each customer feel like the center of their universe through the app alright that may have been a bit over the top but i like the customized background based on my current location the app does a great job at retaining the chase brandessence it feels like walking into a chase branch i started with chase because of the convenience of always having a branch nearby not so much in middleamerica but hey im never there much anyway ive grown to love them as a bank they offer consistently good inbank experience and that is replicated in their app the app is clean ie not cluttered easy enough to navigate fingerprint enabled and aesthetically pleasing i love the speed at which your transactions appear after ive purchased something in a store this helps me better maintain my balances by proving more accurate balance info i also set notifications for any purchase over basically any purchase the echeck deposit is as good as they come i just wish i could use the volume buttons to snap the pic of the front and back of the check i havent experienced any crashes when using this app very stable,1
i actually love using the chase app when glitch that occurred recently was the thumbprint was suddenly eliminated it was so helpful but i thought they did away with it after a month or two somebody told me that it might have been a glitch because theirs was still working fine a few phone calls and a bit of annoyment and we were back in businessi wish i could get balance information on my second chase credit card as i can with my first one i can make a payment but can obtain no info also im really stuck on bill payne and wish someone would assist me in learning more about that feature overall its handsdown the best app for banking info as far as i can see even though i am a retired chase bank vice president i still have several bank accounts elsewhere but they dont hold a candle to thechase product dan,1
i use this app when i am on the go and need to dosome banking  it works well  the only problem is their alert system  i thought they would have fixed this by now  if you have multiple accounts and one of them has an alert you dont know which account the alert is from  when you go to alerts to figure it out it opens up a random account not the main account associated with the banking customer  in my case it was my sons for some unknown reason  it took me a long time to figure out i had to go back and one by one open each account in alerts to figure out which account the alert came from  i hate having those alerts show up in my app button so i like to clear them out  it is really annoying and time consuming to go through this procedure every time i make a payment or go below my minimum balance  i wish they would fix this problem already,1
the app is very easy to use i just got a smart phone and prior to that just had my laptop i always used the online url to see my balance statement and paid all my bills online i love chase bank have had my account with them for over  years amp have never had any issues that werent resolved quickly and cordially the customer service reps are some of the best anywhere the app does everything the pc website does so i love the fact that i can go into my account anytime amp anywhere on my cell phonethe only thing i dont like is not being able to see the full page of your statement at a glance the app zooms in so you only see about  charges or credits at one time otherwise to me its just like the pc website as far as i can tell overall i like it very much,1
hey developers the ultimate rewards portal on the mobile app has major issues number  it keeps logging me out and not letting me see flights i tried three times in a row and it does it every time  first select flight details then hit search then it boots me number  trying to find a hotel is not easy every time you click into a hotel and then back to the list none of the filters or sorting are saved and you have to reenter them then to make it worse the filter and sorting pages are not intuitive  dont make me scroll all the way down and then hunt for the apply button way back at the top and then when you do hit book theres no way to know that it registered anything unless you scroll all the way to the bottom of the page from a usability standpoint please take a look and make this app easier to use i spent at least an hour today yelling at my screen for something that shouldve only taken  minutes,0
this is a decent app which i use regularly but it has one very annoying flaw which is almost crippling when you tap the balance  for an account on the my accounts screen it will show among other data the current available credit which the information i most often need to see but only if there has been no recent posting of any payment or purchase which of course usually there is in that case only those postings are seen  and nowhere else that i have ever been able find is the current available credit for which i now must call the bank i dont know if anyone from the developer team ever reads these reviews but if so i ask them to please find a way to display this information prominently in fact it should be on the first screen showing the accounts and their balances  in my mind it is more important than the balance itself,1
the app worked great my mom doesnt have a smart phone and needed to deposit a check into her account so i showed her how to log in and deposit it using the app on my phone mission accomplished and no problems there i made sure that it was selected to not save login info and after she was finished i logged out of her account however a few hours later i received an alert on my phone from the app notifying her that a withdrawal over her set amount had been madean alert that she set up to send to her email when trying to access the alert it opens the app and it shows that no one is logged in however the full alert can be viewed through the notification center and i just noticed that there are alerts listing her full account balance too this is not safe if this were my account and my purse was stolen the thief would know exactly how much money was in my account for them to steal once i log out in the app it shouldnt be sending any account info or alerts to the phone,0
the good i like having my mobile app on the go it makes checking on my finances easy and convenient with things like bill pay and taking pictures of checks to deposit this app really does save a lot of time it also is really easy to move around in your accounts so if youre negative in one account a quick switch of money from here to there will fix that the badthe one thing i do not like about this app is that the system takes a really long time to update and get current with your ultimate reward points current balance and payments for example if my billing period is on the first and i need to pay money on my credit card it wont show me my updated balance for another  days so on the fifth ill finally have my current financial situation other than latency in that aspect this app is pretty cool ,1
i seriously posted this as my fb status ive been with this bank for  years and this app is just the cherry on top it does everything no other bank even comes close in their apps you can deposit checks just by snapping a pic extremely easy to navigate and secure if you switch between apps it automatically logs you out i would give it  stars if i couldha i guess i never completed my review now with the ability to use touch id to log in its excellent to get a quick glimpse of your accounts if youre going to use the quickpay function youll need to manually enter your password once inside the app contrary to a prior review i read managing your alerts push email or text can be done within the app under settings then manage alerts,1
as an old school person who was quite leery to its use initially despite using many other apps prior to use of this one this app has ease of use very adaptable and quick access with great efficiency all aspects of my banking experience has been great with chase and with excellent new generation options not available at my other bank or my credit unioni also dont find it a problem with the notifications as i found with another reviewer if you truly balance your accounts then one has a great idea what is available and what buffer they need in their accountif you dont balance your accounts then i strongly encourage you to leave an adequate amount in your accounts to cover any inevitable withdrawals which makes it easier to avoid overdrafts,1
system locks you out of mobile deposit capability if your account gets overdrawn seems like a bad way to punish a customer for being overdrawn by making it impossible to put money in the account not a huge deal if youre near a branch or atm but in my situation i was three hours from the nearest branch on a temporary job location for  months and the customer service could not only not reactivate my mobile app explanation was it was an automated hold by the system but couldnt even tell me how long this temporary hold would last that it could be several weeks to a couple months i completely understand charging fees for an overdraft or bounced check but disabling the ability to put money in is ridiculous i left wells fargo after  years because of excessive fees and steadily declining customer service and chase has for the first time really let me down,1
the app is overall ok i had accounts in another banks and used their apps and some were better some were worst this one is just okhowever for about a month now the online check deposit feature doesnt work i had an issue with it about a month ago i called branch and they said that several people reported the same issue over past few days i figured chase will fix it i was really surprised that a month later its still not working i mean i dont remember last time i did a check deposit other way then via app it is such an essential today and it is annoying that chase did not address it for a month was gonna give the app  stars but for the check deposit issue im giving it only  and now excuse me as i have to drive to the branch to deposit the check cuz this app is not working correctly for over a month,1
when they released the touch id update i was thrilled  seconds later i was longer using it touch id only allows you to see your account summary something i can do without having to login to the app the preview feature allows me to ses my balances by swipping left without loging in which i love unfortunately with touch id you do just that if you want to transfer money use quickpay and or pay bills you must enter your password chase didnt really think this one through i would love to have full access touch id other than this issue its a pretty robust app i havent had too much trouble with it i like the way everything is organized for goodness sake please ease off on those inapp notifications its annoying i already get an email when sending a quickpay or making a payment there is no need to send me a message on that useless message center they have,1
i love this app i have a few apps from other banks but this one is by far my favorite it is very easy to log in with my fingerprint and the backup manual login option is great too very streamlined and userfriendly i can view my account balances and transfer money into my accounts in literally a few clicks of a button as well as deposit checks through the app and pay bills through my phone overall it makes basic banking a breeze i can do it from pretty much anywhere at any time without having to go into the bank i save time and money there were a few close calls where i overdrew my account but transferred money in time after the bank was closed and avoided fees i highly recommend it you wont regret it,1
the app itself is fine good basic access to your accounts the best feature though is the ability to scan a check to deposit it without having to go to a branch or it would be if it ever worked for me it only works about  of the time either it says the check image is not clear i have an iphone s not some ancient thing or it says the scanned amount is  instead of the actual amount this happened this morning thought the check was clear and the ink dark and legible and it even resorted to placing it under the light of a desk lamp on the third and fourth tries in case it wasnt bright enough in my brightly lit office full of overhead lights this is beyond frustrating when it works its fantastic but most of the time i have to take the checks for sometimes tiny amounts  or  for rebates etc all the way to the branch  please fix this feature,1
i have many financial banking apps and this one is my favorite  it has the essential touch id login feature is secure amp so userfriendly  extremely intuitive as if it knows where you are headed next  i have investments jpm and carry the chase sapphire preferred visa signature card and jp morgan ritzcarlton rewards visa sig card i can manage my credit cards rewards and chase private client debit cards i actually prefer using this app over logging in on my imac w a manual password this quick fingerprint touch login allows me to access all of my bank accounts chase amp jp morgan credit cards rewards transfer funds make easy mobile deposits and this app has never crashed on me  i use this app from my iphone or ipad several times a day and i enjoy itcomprehensive aesthetically pleasing amp wonderful app  i like how this app lets me experience my realtime financial picture customize my alert preferences manage my accounts from anywhere this is as good as the desktop experience  so many fun features nothing compares to the unparalleled stellar service i receive as a chase private client amp business banking customer  i highly endorse chase enjoy their elite service and  chase jpmorgan credit cards bravo chase,1
this app makes life a bit easier with the flexibility of being able to pay for things hassle free having a record also by paying for items this way also helps to keep track of payments and of things bought this is a huge help when needing to look something up which was paid for in the past the only down side is that occasional it will freeze up in the middle of doing something but never had a problem where it wouldnt come back once it was rebooted one other down side is that there is no way to search for a specific amount or location of purchase except to go to a desk top computer and do it that way when you cant get to a desk top computer its a little bit of a draw back other than that good app,1
so you live  mikes west of san antonio you want to bank online you would think you could deposit a check these days to your bank account maybe you can i have had a few road blocks doing so its sad that the iphone app store is the only easily findable place you can provide feedback to you bank is there a place to provide feedback in the app i have gotten the message cannot connect to chase try again later after going through the process of updating my app looking up and choosing my account number amount and taking pictures front and back i have better things to do than fool around with operational issues cant chase check earlier in the process and tell me the app cant connect with chase i only have ninety days to deposit my check and chase always wants to charge me a fee because i took too long to pay them what are your expectations of your bank have some feedback chase,0
i just switched to chase from citi bank and am slightly concerned because it doesnt show all of my transactions it only shows transactions per pay period on the main screen when you log in it would be much better if it would say right away what the total balance is pending balance and all transactions also this may seem small but when you make a payment it shows up in bold red which to me is associated with my account moving more in the red i think they should switch the color when you make a payment to blue or green and when you make a purchase to your credit card it should be red or another negative color theres more i dislike about the app but dont have time to write it out its just fine id expect greatness from such a large bank like chase i loved the citibank app so much it was perfect compared to this one,1
not sure if anyone else with the app is having this problem ive been using the chase app for a few years now but lately every time i go to login i get a message saying too many logon attempts it looks like youre having trouble signing in please reset your password mind you i know my password and i only entered it in once so ill go ahead and reset my password and then i go to sign in and it will let me sign in that one time the next time i go to sign into my chase app i will get the too many login attempts message again prior to this happening i had no problems with my chase app it worked perfectly fine but i want to say for the past maybe five months this has been happening i cannot even tell you how many times i have change my password because of this happening if anyone knows why this is going on and has a solution please enlighten me,1
dont pay any attention to the bad reviews people having problems with it crashing might need to try redownloading the app because i have never had it crash on me the only problem i have had is when you go to do a transfer and it is after hours it tries to change the date to the next day when it does it wont allow you to proceed so you have to back out and do the transfer again changing the date to the next day manually otherwise its an exceptional app being able to check your account and do transfers from anywhere is amazing also the feature to find a branch or an atm anywhere is great it even gives you directionsone thing that would be nice is if they displayed phone numbers for the branchesoverall app is great  stars,1
i really only have one issue with this app but it bothers me enough to give it only  stars the way you have to view alerts is way too clunky and not intuitive at all if i miss the actual alert popping up on my screen i should just be able to enter the app see my alerts right on the home page and then the badge app icon should clear immediately i should not have to log in go to more alerts history clear the pop up that there are no alerts for my savings account since it is the first account on the pulldown list and then try and remember or figure out which other account the alert had been for and choose it from the pull down menu frankly i am very surprised and disappointed that this still has not been changed every update i have expected to see it improved and it is still the same chase please change this soon,1
great app use it everyday ive seen some complaints about message center and problems getting to automatic pay my advise is if you take your time to learn the app and its new updated it would be much easier i also believe that all the upgrades are to make it easier for the customer to use another problem could be that the device youre using is very slow so the complains about not having your message load in a timely manner could be an issue with your device and not the app itself my suggestion is to set up notification on your device  your notification will come directly to your device rather than you going to your message center to retrieve your messages i absolutely love this app and i cannot  imagine banking without it,1
i have bank accounts at bank of america several regional banks for my kids in college and chase is by far the best mobile banking app of the bunch only issue i have is that the alerts are weak you get a badge indicator but no idea which account is ties to once you go into the app you cant see what they are until you burrow seven layers deep into menus only to find its not worthy of your time to be a badge alert  you cant ack the alert to make the badge indicator disappear without going thru all this the secure alerts are usually headers with zero content when you look at them still the rest is excellent the chase pay works great check deposits are faster and not glitchy like boa the ability to drop into brokerage accounts and see how theyre performing quickly is nice touch  fix the alerts and id give this  stars,1
i remember the days not too long ago where checking my account required logging on to a website making a phone call or god forbid actually going to the bank this app makes it so simple not only to keep tabs on your spending but also to quickly fix an overdrawn account by transferring money from savings before late charges incur i also love the quick pay feature big group of friends out to dinner and the waiter brings one check no problem i can instantly send or receive money from other friends who have chase most of them do to cover portions of the meal thats just one example but i usually find a reason to use this app daily love how simple it is and i hope i never have to be without it again,1
been using this app for years since its original live date love it now not so great in prior versions  convenient to deposit checks now that theyve fixed most bugs amp upped the ridiculously low deposit limits remember to take pics of your deposit checks in reasonably good lighting though  i find app is usually reliable and saves a lot of time by allowing me to very quickly find payment history on bill pay amp in also doing the usual banking tasks like transfermonitorcommunicatebill pay i havent written a paper check in years i know thats not news to most folks by now but app has come so far from the days of paper amp pm storefront closings  chase seems to listen amp act on my gripes about this app in the past so thats important too,1
i have generally been impressed with the features the developersdesigners have chosen to take a shot  but it doesnt appear there is any testing done by a group dedicated for such a purpose qa support is minimal  best amp the robophone system along with the rest of the company goes the extra mile to keep you from talking to a human  even then it seems like they are in an incredible hurry the single largest complaint i have is the apps ability to maintain the correct password acct combo since spring i have had to change my password every time i login thank goodness you can have the same password for mobile app amp browser clients i have reported this issue  times this yr with  least half of them written up in detail but to no apparent attention i communicated via email and phone in the attempt to resolve some nasty behavior but no more not even a reply this app has potential but only if you can rely on a regular basis i do pray the bean counters and tech vp will enable them to build a solid app,0
thanks for finally adding fingerprint feature that was a huge issue i used to have now having it plus the overall ux experience im a big fan the more ability to do all things i need on the app and never go to my computer or call in the better like give notice im out of town freeze account if i think its lost chat a rep if something is wrong change my address change my pin open a savings account or other offers dont make me go into a branch for anything we live in st cen the brand should just be fore people who want to talk someone in person i should never be required to go in i went with discover for my savings account instead because everything is digital but chase has a great credit digital experience just need to extend the great digital experience to all your products,1
loved this app before recent update dec  the only hiccup used to be if a signature drifted down over the routing number the app could not rectify the digits and you had to go to the bank otherwise it was a great  of all deposits worked and took less than  seconds new version  added  steps to deposit process with annoying pop up windows now they want you to write for electronic deposit only at chase on the back of the check i have never done this in s of deposits is this necessary the flow of deposit ui could be much better ie  after you take pictures if front of check automatically goto the back of check picture its intuitively the next step the way it works now you have to navigate  more screens to get there minimize screens maximize flow of ui this should be the driving goal of all software otherwise a solid product ime,1
i have done a review of the chase app over a year ago and had a lot to gripe about i hated the fact that you had to accept quickpays i also hated the fact that you needed to login to conduct transactions after you used your finger print to get into your app both of these annoyances have been fixed with this update i absolutely love the way chase deducts the money for bill pays right on the spot it makes your balances so much easier to manage i love the freshness and the hightech feel of the app one area for improvement would be to allow a direct dialed phone call to a representative right from the app having already completed the authentication process also allow the app to show images of all transactions including deposits just like boa does other than those  the app is perfect,1
ill start off by saying there are some good things about the app but it quickly goes downhill in a couple of major areas  amex lets me access my business card and spg card via one login chase forces you to separate them  ink vs southwest card for example highly annoyed by that separate it on your end if thats how you want to model your workflows but be thoughtful to your customers and let us add all cards to one login in the app  im suspicious that this may have had improvements made in the last update but the touch id constantly seems to get overruled by some sort of verification in the app and i have to enter my password which i have to get from my password file on my laptop due to it being a complex password again this is highly annoying chase has good products credit card offerings but i loathe using the app especially compared to citi and amexs apps those just work like you expect them to,0
as yet to be band manager i keep track of everything selling merch transport costs payments for crew ectwhile still getting the actual band to write and play music doing all this plus a full time job leaves me with little time to worry about if my account will pay for everything it used to be calls about declined cards but no more thanks to this chase app and the notifications im able to tell if an account is too low and that lets me know when i need to either make a transfer or deposit now when i go to buy the yet to be tshirts for a gig or pay for the bands studio time i know exactly how much money i have and what ill need to make a transfer or deposit thanks to this app life made simple if you dont believe me well try the app  stars,1
love love love  i have a lot of accounts between personal business and custodial for the kids if one of them says they need  for gas money i dont have to meet up with them in  seconds i can transfer it to their account can photo deposit checks right into an account i can transfer money to my charge card which i use like a checking account because of the reward points i use this app probably  to  times a day and no problems its easier than going on line with my laptop love it love it love it i think the kids love it more than i do because i can always bail them out of a money problem without having to wait for me to get there and if they go out of town i know i can always help them with just a text or phone call to let me know what they need,1
i run a small business by using this app on my iphone i never have to go inside the bank i do everything form within this app in the past  or  years that i have been using this app i think i have been inside the bank maybe two times  by far the best feature of this app is the availability of make deposits of customers checks best of all as long as i make the deposit by  pm eastern time the funds are available the following morning all from the comfort of my phone i actually take a customers check and make the deposit with this app and then i hand the customer back the check this blows their minds the best app of its kind it really lets me run my business without having to hire people to run to the bank for me,1
the chase mobile app is lacking in so many features that its hard to even give it the twostar rating i have two accounts one checking and one auto loan with them the most recent reason im frustrated with the app is because my interest percentage isnt listed anywhere on the statement thats just ridiculous also there is no ability to see monthly statements on my checking account how hard could that possibly be to do properly my capital one accounts all have the option of viewing my statements in the app theres also no option to email customer service or other departments via the app not by direct email through the app or through my email server really in todays day and age my only option through the app is to call the mobile deposit feature is fairly easy to use as is quickpay those are the only reasons for the additional star the app leaves a lot to be desired,0
i have been banking with chase for about  years now and when i started using this app on my phone i have been in heaven the ease of use and convenience have kept me coming back  i love all of the features so much that i only use my phone for all of my banking needs  i can deposit checks add money to my daughters account check my credit card balance and so many more features  when touch id was added you are required to add your password if you want to do anything other than look at your accounts i am super happy to have touch id but i was hoping it would eliminate the need for a password other than that this app is amazing i would recommend itupdate password no longer needed just a quick finger scan and i am in ,1
