review,sentiment
so easy to use i can pay my bill in less than  seconds awesome,1
i cant find my transactions the discover does let me see those transactions  chase programmers might check out the competition,1
been using it for a while no issues no problems and super useful,1
this app is easy to use and very quick love it,1
i never knew banking amp keeping track was so easy best idea ever chase was the first ,1
excellent app easy to use lots of nice features good security alerts,1
so easy theres no excuse for not staying on top of your account activity,1
useful usually working and its updated if there are problems,1
great account especially for military,0
great app great security all the features you need,1
love the app easy to use and navigate through,1
best credit card app out there  very easy to use,1
one of the best sites ever,1
pretty good but not the best banking app  its missing the quick view reference no password required of the citibank app,1
best banking app available,1
love this app it makes my life easier,1
easy to use convenient and still secure,1
its fine when it works frustrating when it doesnt and no explanation ever given for problems or failures,1
preventing  stars is the inability to use the app in landscape mode over  of the apps allow you to hold the ipad horizontally requiring it to be held vertically is an inconvenience,1
very slick sleek and intuitive great design and function,1
this is quick and efficient love it,1
i really enjoy using the chase app it is very quick and precise,1
great to have at my fingertips,1
never seems to freeze up always does what i need,1
i love the chase app its so easy to use and i appreciate their notifications,1
i love this app didnt know what i did before it,0
 love chase it makes everything so easy,1
i am blind and use an iphone it is an absolutely wonderful app very very accessible,1
i love it i cannot ask for more i use it all the time its very convenient,1
easy to use,1
i couldnt be happier with this app,1
great app,0
very reliable and convenient,1
no problems and super convenient to use,1
when you click on secure message center and ultimate rewards you get blank screens please fix this as the rewards are big part in why you have customers,1
i appreciate the convenience of my banking information at my fingertips,0
love touch id to signin wish my ipad would allow for that,0
so easy to use love the check view very smart,1
this app makes it so easy to follow all of my banking needs,1
this app does provide the functionality i believe i need,1
this app feels like s bankers huddled around me speaking banker jibberish trying to jedi me into selling them my home for a pleasant photo of a kitten chase should really consider speaking to someone under the age of  when designing anything technological,1
love it because it gives me money,1
doesnt utilize biometrics at sign in which makes the app seem a step behind the rest of the financial industry clean layout inside the app tho,1
app works great and is user friendly,1
this is a simple way to help customers monitor their cards also helps prevent frauddear devs please implement this   it will prevent fraud and save your bank a lot of money,1
i just updated my app to the newest version and now i cant use my thumbprint to access my account when i try to enter my password the wheel just spins meaning its processing but it never opens what happened,1
i love this app so easy to use and simple i can do everything i need to on it just simply amazing,1
depositing checks is so convenient,1
getting better  touch id on login would earn one extra star  still  for now,1
i love everything about chase that is all ,1
just got it and it seems to work well satisfied so far,1
keep getting better  i love this app  very convenient and reliable,1
great app no complaints,1
this app has been the best banking app ive ever had,1
i love chase app,1
it is so much lighter and faster than other banks apps and i never have to go to branch ever waiting in lines etcwhether its quickpay to a colleague for lunch quickdeposit of checks transfer from chase to external accounts its so convenientthanks chase ,1
fine app  clear and easy to use,1
makes mobile banking super easy,1
nothing buggy about this ap do all your basic banking easy,1
this app has virtually eliminated my need to go on to their website,1
its very friendly easy to use and accurate i love it,1
great app for quick simple money movement and balance checks,1
loved this app easy to use convenient and fast,1
very convenient and easy and fast to use,1
aside from the duration of pending transactions yes they take a long time and the toosimplified ui for months now i have been unable to use touch id my os is very current and app stays updated but im wondering if im missing something or did the developers just quit support for older phoneswhat happened chaseios iphone s,1
stable and i can do everything i need on this app,1
love easy of use and chase quick pay,1
use it almost daily,1
great app i honestly check it at least once a day ,1
it makes my life so much easier,1
outstanding with touch id makes it very easy app,1
i need to notify of my travel online like discover not only by phone,1
i love how easy it is to access everything,1
this chase app is awesome  its very reliable  ive been using it practically everyday for years,1
great app always there when needed,1
enjoy this app love all the features especially the touch id,1
this ap is great very simple and easy to use fast banking on the go,1
much improved ,1
i love having my acct  my finger tips it has helped in so many ways,1
the best way to do banking love it  id be lost without this awesome system thanks  stars,1
i frequently use this app to review activity and schedule payments recommended,1
no complaints,1
i really enjoy using and having my chase app,1
this app helps me keeps up with my money as well as dealing with shared monetary responsibilities  i really enjoy it,1
i love this app,1
love the deposit feature,1
great functionality for my banking needs,1
by far the best banking app i use,1
love the fingerprint id login super easy to use no problems,1
this app is easy to use and has great helpful features,1
used it many times so easy great app,1
app works well,1
works well easy to navigate,1
does all i need easily and quickly,1
much better version,1
love the app very helpful in tracking my expenses and if i have any unknown purchases,1
im not all that computer literate or app specialist but the chase mobile app is ez  use n it makes my banking needs so doable on the go,1
easy to get around things where they belong,1
can manage all my financial stuff on my hand easily,1
great app its easy to work helps me keep track of my finance,0
seemed easy enough with no problems,1
nice updates easy to access and understand,1
great easy to use like every part of this app,1
app is easy to use and laid out well,1
so easy to use and make transactions,1
so easy to use and maneuver through the site,1
great app very helpful and up to date i love all the features it has,1
i love the app it makes my life a whole lot simpler thanks,1
im totally satisfied with the app use it often,1
asks again and again for password and login  even though touch id is enabled what is the point i have unlocked my phone duh with passcode and touch id yet this stupid app continues to ask me to log in with id and password please fire your app creators chase,1
great for managing finances and paying bills online,0
not a ton of frills and extra features,1
good app for checking ur balance and activities,1
very useful anywhere you are,1
i use it everyday very user friendly,1
needs more spice and banking education,1
it is so easy to use keeps me on track on my finances,1
not bad app but why do i have to put my password in to pay what is the use of the touch id then,1
excellent app for the iphone  love to deposit checks using the app,1
all around very solid,1
the interface needs a redesign its more like accessing a web url than an app touch id works but you have to search for it really its an ios app it should prompt it,1
flawless app deserve two thumps up thank you,1
very useful keeps me on track with my budgeting,1
this app does everything it should do thanks,1
i can do almost all of my banking at my convenience and rarely need to go to an office,1
this app does everything i need it to do im pleased,1
i dont rate apps ever but im very pleased with this app for my banking needs no complaints,1
great and easy to use app everything you need is right there at your finger tips,0
five stars if the app would let people log in to chase quickpay with fingerprint id,0
this app is very user friendly and easy to figure out,1
great app easy to use and organized,1
very easy to use and understand,1
love the chase app i use it all the time very convenient,1
i use this app every day its absolutely great but please asking me to rate you,1
sometimes its just too user friendly,1
never a problem works very easily,1
convenient and easy to navigate,1
only good for seeing balances cant see statements ive never had more issues with any other banks than i have with chase and their app follows suit hsbc is a little better,1
what a terrible idea to upgrade a users app on the ipad and then only later when trying to use the app it becomes clear that it wont work without ios upgrade,1
works great  saves time  no more running to the bank,1
easy to use very convenient,1
works just fine,1
user friendly i like it,1
love the app very convenient and easy to use keep up the good work,1
im sooo happy i can deposit my checks just by sending a photo,1
this app has made banking so much easier,1
very user friendlyso easy and accurate,1
saves so much time use it for all my banking,0
reliable and easy to use,1
really easy to use a lot of features,1
great app  tells me everything i need to know  allows me to view my money without logging in ,1
love depositing my checks by phone one of the best apps on my iphone,1
a simple and good bank app for any chase user that always improving,1
user friendly   like it one of the best banking apps out there,1
i dont even know how i could improve it love this app,1
love it  simple i use it all the time,1
so simple to use and load fast,1
they finally updated the app so touch id works properly and they remove the card history whats the point of this app now,1
i love this app i can do all my banking from this app,1
easy to use keeps getting better,0
does what i need it to do for the most part definitely comes in handy keep it up,1
i love the fingerprint option to log in and how intuitive this app is,1
always wanted to use the mobile app fantastic,1
it is the best app in my life work very well i am very happy to use it thanks developers,1
simple but very useful app for online service,1
the app is largely very good the reason for stars is id like to see finger id login eventually in the future,1
really easy to use and always improving,1
does everything i need it to and well,1
great  but wish i could set up account transfers from it,1
stop with the rate this app whoever created this app be happy that people are using it i use it all the time what im tired of is the request to rate this app that always pops up the app is fine the constant bs with the requests not so much,1
balanced banking app like itonly issue is with touch id access which is not working anymore,1
app is very convenient functions as designed,1
good security measures i found easy to use,1
convenient and reliable,1
i like the app however why most of the day the app is always unavailable im in pst california time zone  so its kinda annoying,1
very simple and easy to navigate around,1
fast easy me ur very fast statement recall  allows for fingerprint password  id rate it tops,1
the app works well and allows me to view my accounts,1
it works splendidly period,1
it is really handy having it all at your fingertips,1
this app is great easy to use and convenient,1
this app is great but not wholly intuitive for me once i got past the learning curve i really have enjoyed using it,1
very convenient and i like the touch id integration for easy login,1
very user friendly and convenient,1
i love this app so accessible and user friendly great job chase,1
this app needs to list scheduled payments they should check out the bofa app its much better,1
it will be great if we have touch id feature enabled to the app not sure if im missing something,1
one of the most convenient apps out there,1
this app does everything it is supposed to do,1
chase is simply the best app makes life easy also very secure,1
works great never had a problem with it,1
good app wish the banks would create a way to quickpay across multiple banks,1
clean design easy to use this should be a standard for all banking apps,1
only problem with the app is that it keeps asking me to rate ittherehappy,1
i like it and its easy for me to monitor the movements of my account,1
just a job well done  simply great and of the highest quality,1
no problems ever using this app,1
not much you cant do in this app its great,1
keeps me on track,1
im glad i downloaded this app banking in the palm of my hands very convenient,1
a great app to have in order to keep up with your money,1
this is the very definition of winwin love the convenience,0
simple and comprehensive for above average mobile banking app,0
very easy to use,1
mobile app is great,1
much improved and very stable app,1
easy to use and very dependable,1
 so easy even a bear can use it  ,1
the app works well and i have no complaints,1
always there when i need it so convenient,1
love how it keeps getting better and better,1
app is slower compared to other banking apps it also does not allow to redeem rewards points as statement credit thru the app,1
its been  days since ive received the email introducing new touch id log in but i dont see it yet even after updating the app wheres the new feature,1
very easy to use no complaints,1
all you need to know is that it works,1
easy to use and organized,1
well designed easy to use and very simple,1
i love this app its reliable and handy to check my account anywhere i go,1
im happy with my chase mobile app,1
this app is so easy to use it makes all my transactions like s piece of cake i love it,1
i wish there was more money when i opened the app ,1
very easy to use and usefully i can save a lot of time the best part is deposits checks,1
easy to navigate never any problems,1
always has worked well for me,1
overall nice app,1
this app gets better and better with every update love it,1
only issue is that it keeps asking me to rate the app,1
current version is wonderfully built great design ux and full featured solid,1
i love this app very easy user interface and beautiful too thanks,1
love using this app site makes banking life easier,1
make my transactions easier,1
love this app very convenient saves time dropping off at the bank,1
great app easy to navigate helps keep track of multiple accts,1
this app is one of the many reasons i love banking with chase,1
works great have not had any issues,1
chase app is easy to navigate not complicated the alerts are great,1
ever since you improved your app i have had nothing but trouble have you ever heard of the old say if it aint broke dont fix it,1
convenient banking app that performs every necessary task flawlessly thank you chase,1
balance pay bills find a branchatmectone stop for all your banking needs,1
love this app very convenient and never gives me problems,1
this app is the best one so far as for the banking world thanks chase,1
great updates and easy to usemanage money great app,1
very convenient,1
works flawlessly every time,1
i like the app it does everything that i need since there is no branch in evansville indiana,1
very user friendly and i can navigate very well,1
i love the app ive been using it for years now and its amazing,1
really easy and convenient to use,1
i can do just about all my banking using this app i love it,1
very easy to use,1
this app is great it keeps me updated on all my transactions,1
a truly wonderful and convenient app,1
very nice app easy to use and functionalgood job chase,1
itd be nice if they added touch id otherwise convenient and great to have,1
the app is great and consistently functional having a checkbook section in this app would be helpful then i can do more of my money managing here,1
very good gui never even have to stop at the bank because of this,1
outstanding,1
great app many convenient features,0
works well  i have no issues with it ,1
just loaded simple to do easy to review credit card info good tool spot,1
everything you need no hassle,1
this makes banking so much easier,1
the app is good just that i have touch id setup and sometimes it doesnt come out so i cant sign it fast,1
this app is very user friendly very easy to get around,1
seriouslythis is the third time,1
easy to use and very up to date,1
be confident that this app works and fingerprint authentication makes it very convenient,1
no app bug feedback button like other apps only phone numbers all your transactions are deleted after a statement is printed cant see all of your transactions,1
easy to use amp always precise,0
it provides what i wanted  no extras,1
works well no problems to report,1
simple and very practical,1
easy to navigate and no issues,1
to me this app is flawless,1
very user friendly and functional,1
great app much appreciation to all the hard workersdevelopers that make it work,1
no complaints,1
disappointing  what happened to being able to use a thumb print,1
find it annoying that major banks like chase dont design apps for ipad use wont be using it for this reason going to the site is easier,1
super easy and convenient,1
helps me keep up with everything,1
no problems yet and very simple to use,1
userfriendly and dependable like the formatting too,1
easy way to handle all my money needs,1
super easy to use fast and convenient,0
needs finger scan option,1
very convenient and easy to use,1
so far no problems easy to use,1
user friendly tonnes of options,1
app works well great for quick depositing of checks,1
banking literally at the palm of your hands,1
works just fine easy to use,1
app is easy to use quick and easy simple to navigate love it,1
very good app most banking operations can be done easily and very convenient,0
this is a very poor app ive tried to reset my password multiple times using the app and was unable to i had to end up using the computer to do it the app was useless,1
very user friendly,1
love that im able to bank on the run,1
this app is very easy to use and handles everything i need thanks,1
super convenient easy to use wouldnt be without it,1
this app always works well for me and its easy to use,1
why oh why do we need to dodge tapping on advertisements when trying to secure our financessign of the times,1
easy to navigate and convenient,1
what can i say its banking at your fingertips where ever you may be simplicity defined,1
have it for a chase credit card and its pretty much a glorified way to check transaction history not able to viewadjust any other account info,1
nice app very easy to use and do some transactions,1
very easy to use and quite intuitive,1
i use it on my iphone s and my s+ with no problemsconstantly asked me to rate it enough times  so yes it works great thanks,1
its convenient and easy to use,1
its very handy and useful no more no less very well put together ,1
it takes forever to update the amount available,1
i find this app to be so helpful and responsive i especially love the fingerprint login,1
never had a problem with this app,1
great app very convenientone feature missing is finger print login,0
works well and simple to use,1
works very well for my needs,1
cant live without this app,1
awesome app makes managing accounts very easy,1
this app is very easy to use  then very useful technically its good too thank you,1
only thing missing is international wire from this app,1
its a great app  i rarely do any banking thats not done on my phone,1
this application is so easy to use and i can deposit my checks,1
very nice app very reliable and accurate very easy to use im very impressed,1
check deposit is terrible photos taken with iphone s in ideal lighting are still deemed not clear enough other banking apps are much better with this dont know why chases system is so faulty,1
on my phone amp on the move its handy,1
i use this app daily very handy and convenient,1
really impressed with the updates an excellent interface,1
excellent app i use it every day without fail love this app,1
very useful and simple to understand,1
its a very polished and complete app with all the features i need,1
nice and simpleeasy to useaccess info needed without hassleseasy to read formatcouldnt be any betterother bank app and credit card appdevelopers take note,1
i leave outside us and this is a great tool in my daily activity congratulations,1
my husband and i both use this app and we love it thanks,1
intuitive and usually quick to what i want to know,1
touch access would be a nice addition but great app,1
this app has worked very well for me no issues simplifies my banking,1
one of the best banking apps easy interface love it,1
love it please dont change it,1
this app does everything i need for my banking,1
one suggestion i dont want to see advertisements before i sign in,1
need one touch sign in for smart devices and chat mechanism for immediate customer care response,1
great appworks very well never had problems with it yet,1
never had an issue,1
the app doesnt always work or isnt always available that drives me crazy,1
easy to navigate and gets the job done,1
i can do everything with this app absolutely love it,1
i pay my bills an d see my balances at a glance  does the job,1
i love the chase app amp the new update amp design its easy to read amp use,1
practical and easy to use and very convenient,1
easy app to navigate can do all the things i need on the app,1
really like the app and convenient,1
been using this app for years i works well,1
all banking apps should be this easy to use,1
made life easier thank you,1
easy to use very stablemuch better than citi,1
never had problems and nice layout,1
i love this app i use it constantly and have never had an issue with it,1
this is smooth looks great the scanning of checks and bill pay are unparalleled kevin holmes vapor in portland or,1
easy to use,1
so easy and secure with just a tap of the app and my fingertip,1
we love this app  its do nice to keep this close of an eye on our banking ,1
easy to use clean interface,1
seems to work as it should no problems,1
chase is always updating its app and always tweaking it its a great app,1
no issues for me works great,1
looks and feels modern smooth amp reliable great app and leaves me with no complaints,1
i have enjoyed using your app very helpful  thanks,1
hope every bank app was just like it love it,1
i use this app for reviewing my balance and transferring checks its a great app,1
i like the app but when u use it it takes forever to update,1
love the features,1
i love how easy it is to deposit a check,1
please introduce touch id option,1
i dont need much just for it to work and that it does,1
does everything id want it to no issues,1
lately im unable to view past transactions for my chase freedom visa account plz fix,0
please add the ability to pay all your bills at one time,1
works great easy to use and i like the touch id feature,1
not bad theres always room for improvement not a great review but here it is,1
since switching from boa chase is simply the best to bank with,1
easy to use cant wait until the ipad app catches up,1
i love chase app easy to navigate and berry convenient to have,1
makes my like easier,1
i find this app to be hugely convenient and extremely userfriendly,0
i really love the app and how it lets me manage my money thank you,1
always tells me that theres a log in error and to try later at last it alerts me instantly when im over drawn but still it doesnt help much when i cant log in and fix it,1
great app that has been so helpful in so many instances invaluable,1
works well please stop making me fill out surveys,1
i like this app it makes managing most of my banking needs easy,1
works like a charm intuitive no problems,0
i really love the welcome pagethe app is simple and easy to usechase your dreamschase what matters,1
so easy to use,1
easy love it,1
i have banked at chase for years and this app blows  just had my debit card hacked and the person who does not speak english tell me that i could have been alerted if i would change my settings um no you are wrong,1
i use the app almost all the time and i love it its very handy and useful,0
a+,1
this app is very handy makes my banking easy,1
well designed app,1
i love this app and it is simple and very useful,1
everything was working until the latest update now cant do online deposits all options are grayed out,1
thx its a great appi can take care of business anywhere,1
very convenient especially the account preview,1
most simple and intuitive good job,1
makes banking easy,1
finger touch id is very buggy and needs to be re selected every time the app is closed  very frustrating  this was never a problem with earlier versions of the app,1
love this app its so convenient,1
quick easy and simple to use,1
i love this app very userfriendly interface,0
no bank no problem with this awesome app thanks chase consider building a location in edina mn or anywhere in mn,1
very dependable and convenient ive had no issues with this app,1
makes a lot of easy bank errands simpler,1
touch recently stopped working otherwise satisfied,1
no problems using the app organized,1
i absolutely love this app it has saved my bacon many times,1
can do everything from the app  its awesome,1
basic app that gets the job done touch id functionality really needs to be added,1
better than the other bank apps ive used,1
hard to maneuver through settings no way to request a credit line increase they can do better than this,1
get the app makes your life easier,0
this app is good and it makes banking a little more convenient,1
i love this app its very easy to usei use it very often,1
easy to use and well designed,1
really good ux and ui never had a problem using it,1
i dont even need a computer the app does the trick well done,1
over all once you figure out the quirks its a great app,1
two wordsuser friendly,1
this app is so easy to manage it makes my banking a piece of cake,1
easy fast and very convenient i like it very much,1
like potential but hate password element i continually reset my touch id and it never registers what is the point of having touch id if app requires password  of the time irritating,1
does everything i need it to,1
this app is great very convenient for a working mom such as myself,1
a great app with an intuitive interface simple and streamlined,1
easy to use no problems with it,1
has everything you need and easy to use,1
i can pay my bill without any hassle man i love this app,1
the app is great for seeing your statements but thats it you cant view or edit personal information or messages,1
yup its a banking app not sure what happened to the fingerprint signin feature though,1
great app just need a quicker refreshing process,1
i appreciate  how it works and its easy to use on the go,1
never had a problem with it works pretty great,1
i love this app and its very easy to use user friendly and secure thanks chase,1
i love using this app its always easy to use no matter what,1
very convenient makes banking easy,1
very useful to look tho my account,1
no issues ever and so easy to navigate one of the best banking apps ive ever seen,1
great appi use it exclusively,1
does what i need it to do payments balances etc,1
best app to view your chase bank allowance without going to the atm,1
really well done,0
wouldnt use any other bank app,1
convenient and easy to use,1
very easy and good warnings but it seems a bit basic,1
super easy to use and very straight forward,1
great for quickly checking my balance and paying my bills,1
gets the job done easy to maneuver not complicated once you play around in the app,0
all bank apps should be this easy,1
good app does what i need without any problems nice tool for managing your money,1
very easy and helpful bank app use it all the time,1
it appears that it takes multiple tries to take the picture of the check and every ive tried it never takes on the first try im using an iphone s plus very frustrating bad app,1
this is a great app they are always very helpful when i need assistance with my account,1
its a pretty dope n dank app the feature where it tells me how much money i have is the most dope n dank part,1
this is an easy app to use i love it  makes paying my bills easy ,1
very responsive and gives me visibility to everything i need,0
couldnt function without it,1
very irritating to set fingerprint access and end up having to login almost every time other than that its a functional app,0
awesome app quick to download and use,0
great app easy to use wish the other apps were this good,0
this app never lets me down it does what i want when i want i love that,1
by far the best bank app there is i use it all the time,0
great app much better since their last major redesign keep up the good work,0
it would have been perfect with that feature  thanks,1
easy to use helpful clean design,1
i refuse to sign into app with ads on login page doesnt feel secure chase wants you to now always allow cookies so you wont have to keep entering password thats not secure things changed on their end amp its not good,1
good apps please put also touch finger login,1
if chase doesnt stop requiring updates every other time i login i am going to drop them completely this is a joke my boa app updates once a year at most thats reasonable,0
security is important to me but how bad is the chase app that i need to update it almost every time i open it full features and good except for constant hassle,1
every time i want to simply check my balance or deposit a check i am told i must update the app to continue the purpose of a banking app is to making banking more convenient,1
this is app used to be great now its always updating amp im forced to update in order to use it,1
just downloaded app on first login prompts me to download new version how the heck did this go to production i would expect this from a middle school project but for a large financial institution to put this out thats unacceptable,1
settings verified unloaded and reloaded app  still nothing works to enableallowprompt fingerprint scanning come on guys technology is only great when it works as advertised whats going on,1
its a great app and user friendly ,0
this is a great app it really helps me stay on top of my finances dont have any complaints,1
great  has awesome features but i wish i could pay my cc with something other than my debit card,1
the chase app is so convenient and user friendly  i love it,1
too many flaws too frequent error messages it does not work for me having  accounts,1
great and convenient app safe so far will keep it,1
very easy to use and very informative the layout is visually refreshing and logical,1
this is a convenient app but it needs a version for the ipad,1
does everything that i need to do for banking,1
does everything i need it to do every time i need it to,1
cant switch profiles like capital one and no quick balance review like everyone else,0
i been using this app since  year its really very good ,1
this app is awesome always feel secure when im on it job well done ,1
the chase mobile app is the best banking app on the market hands down chase what matters,1
im completely pleased with this appive experienced nothing outof the ordinary,1
app works as it should the fingerprint login is handy,1
everything i need with easy to navigate ui,0
easy to use all one needs is easy to find and loads easily,1
great app i love this updated app very functional and user friendly,1
make my life easy excellent app easy to login no problem thanks,1
i have no clue why touch id keeps getting turned off randomly i go to login and it tells me that touch id has been disabled it is really annoying and they need to fix it,1
intuitive and easy to use,1
no complaints i do wish search features could be enhanced,1
i use this app daily  its my favorite banking app no complaints here,1
i have no problem navigating this app very easy to use,1
very good reliable accurate and well designed,0
what is up with your app its the worst app ever this thing fights you the whole time deny you at every turn user unfriendly confusing info lacking navigational act of consumer terrorism i only wish they  stars it would be  stars,1
easy to navigate  user friendly,1
great app easy to use and overview i recommend the developer to work more on deposit checks like by the boa,1
its smart adaptable and consistent just what i need in an app and a bank,1
one of the better banking apps out there,1
cant complain easy to use,1
has worked great for me  recommended,1
all at a safe and quick glance,1
very professional easy to use amazing app thank you chase,1
 of the time the app does not work its always under maintenance ive given up on the app and just use the website instead because thats where im going to be redirected anyway,1
its so easy to deposit a check,1
im very happy ,1
an absolutely amazing user friendly app love,1
nothing to say but that its a great banking appalways improvingvery happy about it,1
i am not very technical so this app works well for me,1
its a great app the one thing i hate is that its not instant when i deposit using the camera,1
have had no problems,1
i have accounts at many banks and this is by far the best,1
i like the features of the app and it works consistently well,1
i love it i hope everyone cant use this app,1
excellent app works perfectly i could do everything needed,1
easy to navigate and has many features,1
one of the best mobile apps for banks in the market,1
downloads fast easy to navigate,1
always accurately and well organized,1
does what a bank app should do,1
nice layout easy to use convenient for depositing checks,1
best banking app so easy to use for everything,1
awesome app,1
works great and a very convenient way to bank,1
its very convenient and easy to use highly recommended,1
easy to use and very userfriendly,1
great app gets the job done amp its straight to the point,1
love chase and their app always easy to use and does what i need,1
this app works perfectly fine for me,1
easy and quick,1
i wish it had thumbprint login like other banking apps i have though,1
works great for me wish all banking apps were this easy,0
always keeps me updated,1
thumbprint access would make this app much more user friendly,1
great app for my needs  id recommend it  easy to pay and i love the touch id,1
read the before mentioned,1
i can do almost any banking chore with ease,1
great app does everything i need it to do,1
love this app great to have access to my account any time,1
very nice mobile app and hoping theyll improve it further,1
i like this app very muchi got five years with chaseand i use every days thank youhelp me on my bank account to manage everything is greateverithyng is oki have no complaints i check my accounts my balance this app is great,1
for real given the complexity of banking passwords touch id is one of the biggest benefits to ios apps get with the program guys youre multiple years behind and its quite easy to implement,1
the app is straightforward and doesnt try to do too much but covers the most important tasks,1
love the app user friendly convenient and fast,1
in and out no problem that the essence of a good banking app good one,1
balance check review charges make deposits its great ,1
love the app clear easy to use always available great,1
i find this handy for depositing checks and transferring funds easy to use,1
easy to use very user friendly,1
nice app to use to check your balance,1
easy to use and transact on best banking app ive used,0
could integrate credit journey for seamless transition otherwise no complaints does what it needs to do,1
does what i want it too  quite slick for a bank,1
i love this app good for taking care of my business,0
easy to use send money and receive money easily,1
it quick and works well,1
love the new chase mobile app very easy to login and use,1
i havent had any major issues with the app it covers the basics for me and gives me the simple info i need,1
im satisfied with access amp speed,1
there when i need it  of the time does what its supposed to do,1
app frequently locks me out and i have to call chase support to give me access to my account the problem keeps getting worse and is happening more frequent please get this fixed asap,1
it does everything i need it to do,1
it would be so much nicer if could use the fingerprint technology available,1
is just useless does not give you good information over your account is always asking you to verify your info etc,1
made baking easier and it is comprehendible easy to navigate,1
helpful,0
works pretty nicely more often than not,1
excellent intuitive and easy to use app it would be more useful if it served as an atm card for cash withdrawals at a chase atm,1
so easy to navigate and fast,1
pretty good so far havent had any problems yet,1
does everything i need it to,1
the app is user friendly useful and accurate,1
love this app works super fast amp easy to figure out,0
i like this app it is easy to use best bank app i have ever used,1
use it every day to track accounts,1
app does the very bare minimum necessary compared to other similar apps i am so frustrated that i still have to type my password in,0
easy to navigate,1
good app and practical to use,1
app works fine and does what i need it to do,1
awesome,1
great tool to have in order to quickly make payments transfers etc,1
i can do anything with this app dont have to go to the bank love this app,1
hi folks im no longer seeing apple notifications options when i log in its not under account alerts is it coming back on the next update,1
i enjoy using this it is easy to access and use accounts,1
i love this app it is very simple easy amp always updated its fast and love all the features,0
ive used the chase app for years its constantly crashing and locking me out of my accounts put your money in a local credit union chase doesnt even give the convenience they promise,1
love this app easy to use except when looking for account info,1
i was a little skeptical at first but was sold the first time i used it,1
excellent never any issues,1
works just the way i need,1
good way to deposit checks saves time,1
easy faster and conveniencebest app ever for banks,0
super easy app very user friendly,0
chase has one of the best user friendly app,1
every time i need to check my account on my phone i forever will get temporarily prut of service thanks for your patience ugh what the hell  why should i even download this retarded app fix it already,1
recommended,1
nothing better than this wonderful app,1
easy straight to what you need,0
great app for viewing balances and doing transactions,0
love the convenience of the check deposit ,1
my credit unions have touch id for log in  when is chase going to implement this,1
will deactivate touch id without you doing it its sooo freaking annoying since i cant remember my password and its so hard to reset password,0
this app is of no use to me on my ipad since it does not turn to landscape mode  so ive deleted it several times and just continue to access chase through my browser andor my windows machine,1
wish it had finger print sign option like bank of america app,1
some password problems aside from that its a pretty good app,1
love this app provides me with everything i need for banking on the go,1
the app is great it is everything you need and it has finger print scanner,1
i have a few different bank accounts with separate banks and this mobile app need to catch up with the times,1
thats right chase is now integrating ads for credit score services and credit card offers into their app not a fan,1
this is very convenient and allows me to delist most checks remotely,1
im loving the ease of this app easy breezy appthanks to the entire team at chase,1
i hate this app i thought i set up automatic payments and then come to find out it was just a one time payment and i get charged a late fee and two payments at once chase is not helpful and neither is this app,1
i hate the way app reviews are setup in the app store,0
perfect and very convenient,0
easy to use fingerprint id is very convenient nice app,0
works well no problems,1
this app is helpful however im not a fan of chase or being held hostageindirectly but im obligated to have an account with them i was also obligated to write this review,1
great app user friendly easy to understand and operate,0
its gets better with every update,0
great app for everything i ever need,0
one of the better apps out there,0
some transfers take some time to show your real balance you can overdraw your account so easy,1
another bank app that makes it hard to log in with too much security making saved passwords unusable when you try to update password app fails,1
oh boy i have not seen any harder rules like this app has it during login please make it easier your job should be to make things easier for consumers and not making their life miserable,1
the app constantly forces me to reset my touch id which constantly forces me to reset my password because theyve made me reset it so many times now that i cant ever remember it if i set up touch id please just let me keep it,1
havent had an issue yet works nicely,1
i like the new design but why the heck am i having bad frame rates the animation is not smooth any more please chase this is not a big d video game,0
looks like chase fired their usability folks and designers the new ui requires many more clicks than the previous this also feels like a web app now instead of a native app serious downgrade,1
this app is missing a touch id option for log in it would be really convenient and if great help if thats added,1
new update is worse mobile deposit is now unreliable and inconsistent this is the only feature i use the app for and now its broken very disappointing,1
the new update wont let me request money but instead keeps crashing and i didnt even update it myself,0
best bank ever no joke ive been through a few banks and chase bank is the best ,1
love chase very easy to navigate and reliable,1
the chase bank app handles what i need to do for mobile banking,1
enjoy using this app fast and easy,1
since the update i can now say i like this app,1
constant issues with fingerprint sign in gathering account information and paying my credit card bill i even got kicked out of the app trying to write this reviewabsolutely terrible app,1
love the ease in which i can do online banking,1
this app helped catch a thief love it love chase makes all my transactions easy,1
not sure what the bad reviews are about hands down the best banking app there is,1
once i land on the confirm request on quickpay screen i cant press anything on the page cant confirm cant cancel cant do anything so i have to shutdown the app will have to make my request on desktop,1
it is very easy to handle and fast as well,1
easy to usenever have any issue good to add a simple calculator to it,1
works very well for me makes things i have to take care of easier i think its great,1
i just love this app so easy to use i would absolutely recommend this app to everyone,1
great updates,1
this app is great i do all my banking through it,1
lots of stuff u cant do in the mobile version makes it hard since i only have a iphone and ipad,1
wow just thank you chaseone year later still wow ,1
great app very user friendly makes banking easy,1
nice app to send money instantly,1
very useful user friendly app for everyday banking needs,1
always works the way it needs to,1
app works like it is supposed to simple straightforward and effective,1
so easy to use never gives me a problem ,0
a very convenient and good app it does what its suppose to do other bank apps dont come close,1
easy to log in and very easy to navigate in the app very happy,1
works perfectly and so convenient,1
thanks for this nice upgrade the layout is more clear and neat its a very nice app,1
